0|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 0
1|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 1
2|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> -1
3|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 1000
4|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 1002
5|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lcom/thoughtworks/xstream/io/HierarchicalStreamDriver;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 0
6|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lcom/thoughtworks/xstream/io/HierarchicalStreamDriver;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 1
7|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lcom/thoughtworks/xstream/io/HierarchicalStreamDriver;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> -1
8|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lcom/thoughtworks/xstream/io/HierarchicalStreamDriver;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 1000
9|ReplaceConstant|br.com.caelum.vraptor.serialization.xstream.VRaptorXStream.<init>(Lbr/com/caelum/vraptor/interceptor/TypeNameExtractor;Lcom/thoughtworks/xstream/io/HierarchicalStreamDriver;Lbr/com/caelum/vraptor/serialization/Serializee;Lbr/com/caelum/vraptor/core/ReflectionProvider;)V:37 - ReplaceConstant - 1001 -> 1002
