0,66,org.jfree.data.function.PowerFunction2DTest:testSerialization
1,67,org.jfree.data.function.PowerFunction2DTest:testSerialization
11,113,org.jfree.data.function.PowerFunction2DTest:testSerialization
12,113,org.jfree.data.function.PowerFunction2DTest:testSerialization
13,113,org.jfree.data.function.PowerFunction2DTest:testSerialization
15,117,org.jfree.data.function.PowerFunction2DTest:testSerialization
16,117,org.jfree.data.function.PowerFunction2DTest:testSerialization
17,117,org.jfree.data.function.PowerFunction2DTest:testSerialization
18,117,org.jfree.data.function.PowerFunction2DTest:testSerialization
19,117,org.jfree.data.function.PowerFunction2DTest:testSerialization
21,120,org.jfree.data.function.PowerFunction2DTest:testSerialization
22,120,org.jfree.data.function.PowerFunction2DTest:testSerialization
23,120,org.jfree.data.function.PowerFunction2DTest:testSerialization
24,120,org.jfree.data.function.PowerFunction2DTest:testSerialization
25,120,org.jfree.data.function.PowerFunction2DTest:testSerialization
27,123,org.jfree.data.function.PowerFunction2DTest:testSerialization
0,66,org.jfree.data.function.PowerFunction2DTest:testHashCode
1,67,org.jfree.data.function.PowerFunction2DTest:testHashCode
11,113,org.jfree.data.function.PowerFunction2DTest:testHashCode
12,113,org.jfree.data.function.PowerFunction2DTest:testHashCode
13,113,org.jfree.data.function.PowerFunction2DTest:testHashCode
15,117,org.jfree.data.function.PowerFunction2DTest:testHashCode
16,117,org.jfree.data.function.PowerFunction2DTest:testHashCode
17,117,org.jfree.data.function.PowerFunction2DTest:testHashCode
18,117,org.jfree.data.function.PowerFunction2DTest:testHashCode
19,117,org.jfree.data.function.PowerFunction2DTest:testHashCode
21,120,org.jfree.data.function.PowerFunction2DTest:testHashCode
22,120,org.jfree.data.function.PowerFunction2DTest:testHashCode
23,120,org.jfree.data.function.PowerFunction2DTest:testHashCode
24,120,org.jfree.data.function.PowerFunction2DTest:testHashCode
25,120,org.jfree.data.function.PowerFunction2DTest:testHashCode
27,123,org.jfree.data.function.PowerFunction2DTest:testHashCode
28,133,org.jfree.data.function.PowerFunction2DTest:testHashCode
29,133,org.jfree.data.function.PowerFunction2DTest:testHashCode
30,133,org.jfree.data.function.PowerFunction2DTest:testHashCode
31,133,org.jfree.data.function.PowerFunction2DTest:testHashCode
32,133,org.jfree.data.function.PowerFunction2DTest:testHashCode
33,134,org.jfree.data.function.PowerFunction2DTest:testHashCode
34,134,org.jfree.data.function.PowerFunction2DTest:testHashCode
35,134,org.jfree.data.function.PowerFunction2DTest:testHashCode
36,134,org.jfree.data.function.PowerFunction2DTest:testHashCode
37,135,org.jfree.data.function.PowerFunction2DTest:testHashCode
38,135,org.jfree.data.function.PowerFunction2DTest:testHashCode
39,135,org.jfree.data.function.PowerFunction2DTest:testHashCode
40,135,org.jfree.data.function.PowerFunction2DTest:testHashCode
41,136,org.jfree.data.function.PowerFunction2DTest:testHashCode
42,136,org.jfree.data.function.PowerFunction2DTest:testHashCode
43,136,org.jfree.data.function.PowerFunction2DTest:testHashCode
0,66,org.jfree.data.function.PowerFunction2DTest:testEquals
1,67,org.jfree.data.function.PowerFunction2DTest:testEquals
11,113,org.jfree.data.function.PowerFunction2DTest:testEquals
12,113,org.jfree.data.function.PowerFunction2DTest:testEquals
13,113,org.jfree.data.function.PowerFunction2DTest:testEquals
15,117,org.jfree.data.function.PowerFunction2DTest:testEquals
16,117,org.jfree.data.function.PowerFunction2DTest:testEquals
17,117,org.jfree.data.function.PowerFunction2DTest:testEquals
18,117,org.jfree.data.function.PowerFunction2DTest:testEquals
19,117,org.jfree.data.function.PowerFunction2DTest:testEquals
20,118,org.jfree.data.function.PowerFunction2DTest:testEquals
21,120,org.jfree.data.function.PowerFunction2DTest:testEquals
22,120,org.jfree.data.function.PowerFunction2DTest:testEquals
23,120,org.jfree.data.function.PowerFunction2DTest:testEquals
24,120,org.jfree.data.function.PowerFunction2DTest:testEquals
25,120,org.jfree.data.function.PowerFunction2DTest:testEquals
27,123,org.jfree.data.function.PowerFunction2DTest:testEquals
28,133,org.jfree.data.function.PowerFunction2DTest:testEquals
29,133,org.jfree.data.function.PowerFunction2DTest:testEquals
30,133,org.jfree.data.function.PowerFunction2DTest:testEquals
31,133,org.jfree.data.function.PowerFunction2DTest:testEquals
32,133,org.jfree.data.function.PowerFunction2DTest:testEquals
33,134,org.jfree.data.function.PowerFunction2DTest:testEquals
34,134,org.jfree.data.function.PowerFunction2DTest:testEquals
35,134,org.jfree.data.function.PowerFunction2DTest:testEquals
36,134,org.jfree.data.function.PowerFunction2DTest:testEquals
37,135,org.jfree.data.function.PowerFunction2DTest:testEquals
38,135,org.jfree.data.function.PowerFunction2DTest:testEquals
39,135,org.jfree.data.function.PowerFunction2DTest:testEquals
40,135,org.jfree.data.function.PowerFunction2DTest:testEquals
41,136,org.jfree.data.function.PowerFunction2DTest:testEquals
42,136,org.jfree.data.function.PowerFunction2DTest:testEquals
43,136,org.jfree.data.function.PowerFunction2DTest:testEquals
0,66,org.jfree.data.function.PowerFunction2DTest:testConstructor
1,67,org.jfree.data.function.PowerFunction2DTest:testConstructor
2,78,org.jfree.data.function.PowerFunction2DTest:testConstructor
3,89,org.jfree.data.function.PowerFunction2DTest:testConstructor
11,113,org.jfree.data.function.PowerFunction2DTest:testConstructor
12,113,org.jfree.data.function.PowerFunction2DTest:testConstructor
13,113,org.jfree.data.function.PowerFunction2DTest:testConstructor
15,117,org.jfree.data.function.PowerFunction2DTest:testConstructor
16,117,org.jfree.data.function.PowerFunction2DTest:testConstructor
17,117,org.jfree.data.function.PowerFunction2DTest:testConstructor
18,117,org.jfree.data.function.PowerFunction2DTest:testConstructor
19,117,org.jfree.data.function.PowerFunction2DTest:testConstructor
20,118,org.jfree.data.function.PowerFunction2DTest:testConstructor
21,120,org.jfree.data.function.PowerFunction2DTest:testConstructor
22,120,org.jfree.data.function.PowerFunction2DTest:testConstructor
23,120,org.jfree.data.function.PowerFunction2DTest:testConstructor
24,120,org.jfree.data.function.PowerFunction2DTest:testConstructor
25,120,org.jfree.data.function.PowerFunction2DTest:testConstructor
27,123,org.jfree.data.function.PowerFunction2DTest:testConstructor
0,66,org.jfree.data.statistics.HistogramBinTest:testSerialization
1,67,org.jfree.data.statistics.HistogramBinTest:testSerialization
2,78,org.jfree.data.statistics.HistogramBinTest:testSerialization
3,89,org.jfree.data.statistics.HistogramBinTest:testSerialization
