129,618,org.jfree.chart.BarChartTest:testDrawWithNullInfo
130,618,org.jfree.chart.BarChartTest:testDrawWithNullInfo
131,618,org.jfree.chart.BarChartTest:testDrawWithNullInfo
132,761,org.jfree.chart.BarChartTest:testDrawWithNullInfo
137,809,org.jfree.chart.BarChartTest:testDrawWithNullInfo
139,840,org.jfree.chart.BarChartTest:testDrawWithNullInfo
144,939,org.jfree.chart.BarChartTest:testDrawWithNullInfo
149,1005,org.jfree.chart.BarChartTest:testDrawWithNullInfo
32,339,org.jfree.chart.BarChartTest:testDrawWithNullInfo
33,340,org.jfree.chart.BarChartTest:testDrawWithNullInfo
34,341,org.jfree.chart.BarChartTest:testDrawWithNullInfo
35,342,org.jfree.chart.BarChartTest:testDrawWithNullInfo
36,343,org.jfree.chart.BarChartTest:testDrawWithNullInfo
37,348,org.jfree.chart.BarChartTest:testDrawWithNullInfo
38,348,org.jfree.chart.BarChartTest:testDrawWithNullInfo
39,348,org.jfree.chart.BarChartTest:testDrawWithNullInfo
40,350,org.jfree.chart.BarChartTest:testDrawWithNullInfo
41,350,org.jfree.chart.BarChartTest:testDrawWithNullInfo
42,350,org.jfree.chart.BarChartTest:testDrawWithNullInfo
43,353,org.jfree.chart.BarChartTest:testDrawWithNullInfo
44,353,org.jfree.chart.BarChartTest:testDrawWithNullInfo
45,353,org.jfree.chart.BarChartTest:testDrawWithNullInfo
46,356,org.jfree.chart.BarChartTest:testDrawWithNullInfo
47,356,org.jfree.chart.BarChartTest:testDrawWithNullInfo
48,356,org.jfree.chart.BarChartTest:testDrawWithNullInfo
123,572,org.jfree.chart.BarChartTest:testDrawWithNullInfo
124,572,org.jfree.chart.BarChartTest:testDrawWithNullInfo
125,572,org.jfree.chart.BarChartTest:testDrawWithNullInfo
129,618,org.jfree.chart.BarChartTest:testSetSeriesToolTipGenerator
130,618,org.jfree.chart.BarChartTest:testSetSeriesToolTipGenerator
131,618,org.jfree.chart.BarChartTest:testSetSeriesToolTipGenerator
132,761,org.jfree.chart.BarChartTest:testSetSeriesToolTipGenerator
