0|ReplaceConstant|br.com.caelum.vraptor.observer.RequestHandlerObserver.handle(Lbr/com/caelum/vraptor/events/VRaptorRequestStarted;)V:96 - ReplaceConstant - Could not found controller method -> 
1|ReplaceConstant|br.com.caelum.vraptor.observer.RequestHandlerObserver.handle(Lbr/com/caelum/vraptor/events/VRaptorRequestStarted;)V:99 - ReplaceConstant - Method is not allowed -> 
2|ReplaceConstant|br.com.caelum.vraptor.observer.RequestHandlerObserver.handle(Lbr/com/caelum/vraptor/events/VRaptorRequestStarted;)V:102 - ReplaceConstant - Invalid input -> 
