28,org.jfree.chart.plot.CategoryPlotTest:testSerialization
32,org.jfree.chart.plot.CategoryPlotTest:testSerialization
36,org.jfree.chart.plot.CategoryPlotTest:testSerialization
40,org.jfree.chart.plot.CategoryPlotTest:testSerialization
45,org.jfree.chart.plot.CategoryPlotTest:testSerialization
49,org.jfree.chart.plot.CategoryPlotTest:testSerialization
51,org.jfree.chart.plot.CategoryPlotTest:testSerialization
52,org.jfree.chart.plot.CategoryPlotTest:testSerialization
53,org.jfree.chart.plot.CategoryPlotTest:testSerialization
57,org.jfree.chart.plot.CategoryPlotTest:testSerialization
28,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
32,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
36,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
40,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
45,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
49,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
51,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
52,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
53,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
57,org.jfree.chart.plot.CategoryPlotTest:testSerialization2
28,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
32,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
36,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
40,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
45,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
49,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
51,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
52,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
53,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
57,org.jfree.chart.plot.CategoryPlotTest:testSerialization4
28,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
32,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
36,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
40,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
45,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
49,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
51,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
52,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
53,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
57,org.jfree.chart.plot.CategoryPlotTest:testSerialization5
28,org.jfree.chart.axis.CategoryAxisTest:testSerialization
32,org.jfree.chart.axis.CategoryAxisTest:testSerialization
36,org.jfree.chart.axis.CategoryAxisTest:testSerialization
40,org.jfree.chart.axis.CategoryAxisTest:testSerialization
45,org.jfree.chart.axis.CategoryAxisTest:testSerialization
49,org.jfree.chart.axis.CategoryAxisTest:testSerialization
51,org.jfree.chart.axis.CategoryAxisTest:testSerialization
52,org.jfree.chart.axis.CategoryAxisTest:testSerialization
53,org.jfree.chart.axis.CategoryAxisTest:testSerialization
57,org.jfree.chart.axis.CategoryAxisTest:testSerialization
38,org.jfree.chart.axis.CategoryAxisTest:testEquals
25,org.jfree.chart.axis.CategoryAxisTest:testEquals
28,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
32,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
36,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
40,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
45,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
49,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
51,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
52,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
53,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
57,org.jfree.chart.axis.CategoryAxis3DTest:testSerialization
28,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
32,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
36,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
40,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
45,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
49,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
51,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
52,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
53,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
57,org.jfree.chart.plot.CombinedDomainCategoryPlotTest:testSerialization
28,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
32,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
36,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
40,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
45,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
49,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
51,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
52,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
53,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
57,org.jfree.chart.axis.CategoryLabelPositionsTest:testSerialization
28,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
32,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
36,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
40,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
45,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
49,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
51,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
52,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
53,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
57,org.jfree.chart.axis.CategoryLabelPositionsTest:testHashCode
25,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
28,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
32,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
34,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
36,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
40,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
45,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
49,org.jfree.chart.axis.CategoryLabelPositionsTest:testEquals
