0|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.setParameter(ILjava/lang/Object;)V:77 - InsertUnaryOp Negation of index
1|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.setParameter(ILjava/lang/Object;)V:77 - InsertUnaryOp IINC 1 index
2|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.setParameter(ILjava/lang/Object;)V:77 - InsertUnaryOp IINC -1 index
3|ReplaceConstant|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:83 - ReplaceConstant - 0 -> 1
4|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:84 - InsertUnaryOp Negation of i
5|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:84 - InsertUnaryOp IINC 1 i
6|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:84 - InsertUnaryOp IINC -1 i
7|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:84 - InsertUnaryOp Negation of i
8|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:84 - InsertUnaryOp IINC 1 i
9|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:84 - InsertUnaryOp IINC -1 i
10|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:83 - InsertUnaryOp Negation of i
11|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:83 - InsertUnaryOp IINC 1 i
12|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:83 - InsertUnaryOp IINC -1 i
13|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:83 - ReplaceComparisonOperator < -> !=
14|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:83 - ReplaceComparisonOperator < -> -2
15|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.getParametersValues()[Ljava/lang/Object;:83 - ReplaceComparisonOperator < -> <=
16|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:99 - ReplaceComparisonOperator != null -> = null
17|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:101 - ReplaceComparisonOperator = null -> != null
18|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:101 - ReplaceComparisonOperator = null -> != null
19|ReplaceConstant|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:103 - ReplaceConstant - 0 -> 1
20|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:104 - InsertUnaryOp Negation of i
21|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:104 - InsertUnaryOp IINC 1 i
22|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:104 - InsertUnaryOp IINC -1 i
23|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:104 - InsertUnaryOp Negation of i
24|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:104 - InsertUnaryOp IINC 1 i
25|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:104 - InsertUnaryOp IINC -1 i
26|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:103 - InsertUnaryOp Negation of i
27|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:103 - InsertUnaryOp IINC 1 i
28|InsertUnaryOp|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:103 - InsertUnaryOp IINC -1 i
29|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:103 - ReplaceComparisonOperator < -> !=
30|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:103 - ReplaceComparisonOperator < -> -2
31|ReplaceComparisonOperator|br.com.caelum.vraptor.core.MethodInfo.createValuedParameter(Lbr/com/caelum/vraptor/controller/ControllerMethod;)V:103 - ReplaceComparisonOperator < -> <=
